Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Order Week,Order Day,Shipping Days,Profit Margin,Sales Bucket,Profit Bucket
3535,Us-2021-113145,2021-11-01,2021-11-05,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Fur-Fu-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.477,2021,November,4,44,Monday,4,0.41000000000000003,Medium,High Profit
3536,Us-2021-108119,2021-11-01,2021-11-08,Standard Class,Ms-17530,Marybeth Skach,Consumer,United States,Conway,Arkansas,72032,South,Fur-Ta-10002530,Furniture,Tables,"Iceberg Officeworks 42"" Round Tables",301.96,2,0.0,45.29399999999998,2021,November,4,44,Monday,7,0.14999999999999997,Medium,Low Profit
3537,Us-2021-110163,2021-11-01,2021-11-04,First Class,Ga-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301,West,Off-Ar-10001683,Office Supplies,Art,Lumber Crayons,7.88,1,0.2,1.7730000000000004,2021,November,4,44,Monday,3,0.22500000000000006,Low,Low Profit
3538,Us-2021-105221,2021-11-01,2021-11-03,First Class,Vm-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Off-Fa-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 Oz. Box",3.168,2,0.2,-0.7127999999999999,2021,November,4,44,Monday,2,-0.22499999999999995,Low,Loss
3539,Us-2021-113145,2021-11-01,2021-11-05,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Off-Pa-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.219199999999999,2021,November,4,44,Monday,4,0.45999999999999996,Low,Low Profit
3540,Us-2021-113145,2021-11-01,2021-11-05,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ac-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound Pc Gaming Headset,1399.93,7,0.0,601.9699,2021,November,4,44,Monday,4,0.43,Very High,High Profit
3541,Us-2021-105221,2021-11-01,2021-11-03,First Class,Vm-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Tec-Ac-10002323,Technology,Accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,35.36000000000001,2,0.2,-3.0939999999999994,2021,November,4,44,Monday,2,-0.08749999999999997,Low,Loss
3542,Us-2021-130995,2021-11-01,2021-11-06,Standard Class,Qj-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,Tec-Ph-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case For Samsung Galaxy S5 - Purple,4.95,1,0.0,1.3365,2021,November,4,44,Monday,5,0.27,Low,Low Profit
3543,Us-2021-113145,2021-11-01,2021-11-05,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ph-10001527,Technology,Phones,Plantronics Mx500I Earset,42.95,1,0.0,1.288499999999999,2021,November,4,44,Monday,4,0.029999999999999978,Low,Low Profit
3544,Us-2021-113145,2021-11-01,2021-11-05,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Tec-Ph-10002597,Technology,Phones,Xblue Xb-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,125.99000000000001,2021,November,4,44,Monday,4,0.25000000000000006,High,High Profit
3545,Us-2021-168207,2021-11-02,2021-11-06,Standard Class,Lt-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Fur-Bo-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,3,0.15,-30.147000000000048,2021,November,4,44,Tuesday,4,-0.058823529411764795,High,Loss
3546,Us-2021-160227,2021-11-02,2021-11-04,First Class,Ed-13885,Emily Ducich,Home Office,United States,New York City,New York,10011,East,Fur-Ch-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,2621.322,11,0.1,553.3901999999998,2021,November,4,44,Tuesday,2,0.21111111111111103,Very High,High Profit
3547,Us-2021-100657,2021-11-02,2021-11-07,Standard Class,Sw-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,Fur-Ch-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.537199999999997,2021,November,4,44,Tuesday,5,0.07777777777777775,Medium,Low Profit
3548,Us-2021-168207,2021-11-02,2021-11-06,Standard Class,Lt-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Fur-Fu-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,96.96000000000001,6,0.0,33.93599999999999,2021,November,4,44,Tuesday,4,0.3499999999999999,Low,Low Profit
3549,Us-2021-130890,2021-11-02,2021-11-06,Standard Class,Jo-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,Fur-Ta-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.94200000000001,2021,November,4,44,Tuesday,4,0.05000000000000001,Very High,Low Profit
3550,Us-2021-138625,2021-11-02,2021-11-05,First Class,Eg-13900,Emily Grady,Consumer,United States,Chesapeake,Virginia,23320,South,Off-Ap-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",197.72,4,0.0,55.36160000000001,2021,November,4,44,Tuesday,3,0.28,Medium,Low Profit
3551,Us-2021-168207,2021-11-02,2021-11-06,Standard Class,Lt-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Off-Bi-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,117.48800000000001,7,0.2,41.12079999999999,2021,November,4,44,Tuesday,4,0.34999999999999987,Medium,Low Profit
3552,Us-2021-141810,2021-11-02,2021-11-07,Standard Class,Bb-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,Off-Bi-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,29.371999999999993,7,0.8,-46.995200000000025,2021,November,4,44,Tuesday,5,-1.6000000000000012,Low,Loss
3553,Us-2021-168207,2021-11-02,2021-11-06,Standard Class,Lt-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,Off-Bi-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952000000000002,3,0.2,4.1832,2021,November,4,44,Tuesday,4,0.35,Low,Low Profit
3554,Us-2021-125416,2021-11-02,2021-11-02,Same Day,Kc-16540,Kelly Collister,Consumer,United States,Seattle,Washington,98115,West,Tec-Ac-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.27229999999999,2021,November,4,44,Tuesday,0,0.10999999999999997,Medium,Low Profit
3555,Us-2021-141810,2021-11-02,2021-11-07,Standard Class,Bb-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,Tec-Ph-10002200,Technology,Phones,Aastra 6757I Ct Wireless Voip Phone,344.704,2,0.2,38.77919999999999,2021,November,4,44,Tuesday,5,0.11249999999999996,Medium,Low Profit
3556,Us-2021-162047,2021-11-03,2021-11-05,First Class,Fh-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,Fur-Ch-10004983,Furniture,Chairs,Office Star - Mid Back Dual Function Ergonomic High Back Chair With 2-Way Adjustable Arms,1448.8200000000002,10,0.1,209.27399999999992,2021,November,4,44,Wednesday,2,0.14444444444444438,Very High,High Profit
3557,Us-2021-140410,2021-11-03,2021-11-07,Standard Class,Cm-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Fur-Fu-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3,0.0,16.614,2021,November,4,44,Wednesday,4,0.39000000000000007,Low,Low Profit
3558,Us-2021-121041,2021-11-03,2021-11-10,Standard Class,Cs-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,Off-En-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.6080000000000005,2,0.2,2.1475999999999997,2021,November,4,44,Wednesday,7,0.32499999999999996,Low,Low Profit
3559,Us-2021-140410,2021-11-03,2021-11-07,Standard Class,Cm-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Tec-Ac-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.0,37.787400000000005,2021,November,4,44,Wednesday,4,0.42000000000000004,Low,Low Profit
3560,Us-2021-140410,2021-11-03,2021-11-07,Standard Class,Cm-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,Tec-Ph-10003580,Technology,Phones,Cisco Ip Phone 7961G-Ge Voip Phone,1212.848,7,0.2,106.12420000000014,2021,November,4,44,Wednesday,4,0.08750000000000012,Very High,High Profit
3561,Us-2021-131422,2021-11-05,2021-11-09,Standard Class,Gb-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,Fur-Ch-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.87499999999997,2021,November,4,44,Friday,4,0.12499999999999986,Medium,Low Profit
3562,Us-2021-118444,2021-11-05,2021-11-09,Standard Class,Vd-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065,South,Off-Ap-10000576,Office Supplies,Appliances,"Belkin 325Va Ups Surge Protector, 6'",387.136,4,0.2,24.196000000000012,2021,November,4,44,Friday,4,0.06250000000000003,Medium,Low Profit
3563,Us-2021-136259,2021-11-05,2021-11-08,First Class,Cb-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107,East,Off-Bi-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.533800000000001,2021,November,4,44,Friday,3,-0.7666666666666668,Low,Loss
3564,Us-2021-144386,2021-11-05,2021-11-11,Standard Class,Gt-14635,Grant Thornton,Corporate,United States,New York City,New York,10009,East,Off-Bi-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging Dubllock Ring Binders",25.344,6,0.2,8.870400000000002,2021,November,4,44,Friday,6,0.35000000000000003,Low,Low Profit
3565,Us-2021-131072,2021-11-05,2021-11-05,Same Day,Kl-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105,West,Off-Bi-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",98.352,3,0.2,35.65259999999999,2021,November,4,44,Friday,0,0.36249999999999993,Low,Low Profit
3566,Us-2021-103961,2021-11-05,2021-11-09,Standard Class,Ng-18430,Nathan Gelder,Consumer,United States,Quincy,Illinois,62301,Central,Off-La-10004484,Office Supplies,Labels,Avery 476,19.824,6,0.2,6.442799999999999,2021,November,4,44,Friday,4,0.32499999999999996,Low,Low Profit
3567,Us-2021-145485,2021-11-05,2021-11-05,Same Day,Jm-16195,Justin Mackendrick,Consumer,United States,San Francisco,California,94109,West,Off-St-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.8,4,0.0,15.700000000000003,2021,November,4,44,Friday,0,0.25000000000000006,Low,Low Profit
3568,Us-2021-136259,2021-11-05,2021-11-08,First Class,Cb-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107,East,Off-Su-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,27.200000000000003,4,0.2,2.039999999999999,2021,November,4,44,Friday,3,0.07499999999999996,Low,Low Profit
3569,Us-2021-105312,2021-11-06,2021-11-09,First Class,Mt-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Off-Bi-10002049,Office Supplies,Binders,Unikeep View Case Binders,4.401,3,0.7,-3.5207999999999995,2021,November,4,44,Saturday,3,-0.7999999999999999,Low,Loss
3570,Us-2021-105312,2021-11-06,2021-11-09,First Class,Mt-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Off-En-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",7.080000000000001,3,0.2,2.477999999999999,2021,November,4,44,Saturday,3,0.3499999999999998,Low,Low Profit
3571,Us-2021-102848,2021-11-07,2021-11-09,Second Class,Kb-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,Fur-Ch-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72000000000003,1,0.2,11.919999999999987,2021,November,4,44,Sunday,2,0.062499999999999924,Medium,Low Profit
3572,Us-2021-162887,2021-11-07,2021-11-09,Second Class,Sv-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,05401,East,Fur-Ch-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,3,0.0,178.79999999999998,2021,November,4,44,Sunday,2,0.24999999999999997,High,High Profit
3573,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Fur-Fu-10000193,Furniture,Furnishings,Tenex Chairmats For Use With Hard Floors,64.96,5,0.6,-84.448,2021,November,4,44,Sunday,5,-1.3,Low,Loss
3574,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Off-Ar-10001683,Office Supplies,Art,Lumber Crayons,23.64,3,0.2,5.319000000000001,2021,November,4,44,Sunday,5,0.22500000000000003,Low,Low Profit
3575,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Off-Bi-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers For Binding Systems,32.059999999999995,10,0.8,-51.29600000000001,2021,November,4,44,Sunday,5,-1.6000000000000005,Low,Loss
3576,Us-2021-105571,2021-11-07,2021-11-11,Standard Class,Cp-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,Off-Bi-10001359,Office Supplies,Binders,Gbc Docubind Tl300 Electric Binding System,1345.4850000000001,5,0.7,-1031.5385,2021,November,4,44,Sunday,4,-0.7666666666666667,Very High,Loss
3577,Us-2021-105571,2021-11-07,2021-11-11,Standard Class,Cp-12340,Christine Phan,Corporate,United States,Miami,Florida,33142,South,Off-Bi-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146000000000004,9,0.7,-12.916800000000002,2021,November,4,44,Sunday,4,-0.7999999999999999,Low,Loss
3578,Us-2021-134922,2021-11-07,2021-11-11,Standard Class,Kb-16240,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Off-En-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes With Clear Poly Window",24.400000000000002,2,0.2,7.929999999999997,2021,November,4,44,Sunday,4,0.32499999999999984,Low,Low Profit
3579,Us-2021-148432,2021-11-07,2021-11-10,Second Class,Mc-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,Off-Fa-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,0.0,0.5236000000000014,2021,November,4,44,Sunday,3,0.020000000000000052,Low,Low Profit
3580,Us-2021-148432,2021-11-07,2021-11-10,Second Class,Mc-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,Off-Pa-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2,0.0,3.4309999999999996,2021,November,4,44,Sunday,3,0.47,Low,Low Profit
3581,Us-2021-126669,2021-11-07,2021-11-13,Standard Class,Do-13645,Doug O'Connell,Consumer,United States,Houston,Texas,77036,Central,Off-Pa-10001357,Office Supplies,Paper,Xerox 1886,76.64,2,0.2,26.823999999999995,2021,November,4,44,Sunday,6,0.3499999999999999,Low,Low Profit
3582,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Off-St-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.64800000000002,2,0.2,-28.867800000000017,2021,November,4,44,Sunday,5,-0.16250000000000006,Medium,Loss
3583,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Off-St-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",84.784,2,0.2,-16.956800000000005,2021,November,4,44,Sunday,5,-0.20000000000000004,Low,Loss
3584,Us-2021-163181,2021-11-07,2021-11-12,Standard Class,Ab-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,Tec-Ma-10001016,Technology,Machines,Canon Pc170 Desktop Personal Copier,287.90999999999997,3,0.4,33.58949999999999,2021,November,4,44,Sunday,5,0.11666666666666663,Medium,Low Profit
3585,Us-2021-117086,2021-11-08,2021-11-12,Standard Class,Qj-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,05401,East,Fur-Bo-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404.9,5,0.0,1013.1270000000001,2021,November,4,45,Monday,4,0.23000000000000004,Very High,High Profit
3586,Us-2021-114811,2021-11-08,2021-11-08,Same Day,Kd-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,Fur-Ch-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764,2,0.1,115.5528,2021,November,4,45,Monday,0,0.2,High,High Profit
3587,Us-2021-108259,2021-11-08,2021-11-15,Standard Class,Ns-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Fur-Fu-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,4.712,1,0.2,1.4136000000000002,2021,November,4,45,Monday,7,0.30000000000000004,Low,Low Profit
3588,Us-2021-109386,2021-11-08,2021-11-13,Second Class,Rh-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,Fur-Fu-10000308,Furniture,Furnishings,Deflect-O Glass Clear Studded Chair Mats,186.54,3,0.0,41.0388,2021,November,4,45,Monday,5,0.22000000000000003,Medium,Low Profit
3589,Us-2021-114811,2021-11-08,2021-11-08,Same Day,Kd-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,Fur-Fu-10002240,Furniture,Furnishings,Nu-Dell Ez-Mount Plastic Wall Frames,11.82,3,0.0,4.728,2021,November,4,45,Monday,0,0.39999999999999997,Low,Low Profit
3590,Us-2021-123568,2021-11-08,2021-11-14,Standard Class,Sc-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,Fur-Fu-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.007699999999996,2021,November,4,45,Monday,6,0.32999999999999996,Low,Low Profit
3591,Us-2021-109386,2021-11-08,2021-11-13,Second Class,Rh-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,Off-Ap-10003266,Office Supplies,Appliances,"Holmes Replacement Filter For Hepa Air Cleaner, Large Room",44.43,3,0.0,18.660600000000002,2021,November,4,45,Monday,5,0.42000000000000004,Low,Low Profit
3592,Us-2021-109386,2021-11-08,2021-11-13,Second Class,Rh-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,Off-Ar-10000122,Office Supplies,Art,Newell 314,27.9,5,0.0,6.974999999999998,2021,November,4,45,Monday,5,0.24999999999999994,Low,Low Profit
3593,Us-2021-109386,2021-11-08,2021-11-13,Second Class,Rh-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,Off-Ar-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",265.85999999999996,7,0.0,79.75799999999997,2021,November,4,45,Monday,5,0.29999999999999993,Medium,Low Profit
3594,Us-2021-105634,2021-11-08,2021-11-14,Standard Class,Ha-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,02038,East,Off-Ar-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.378499999999999,2021,November,4,45,Monday,6,0.2899999999999999,Low,Low Profit
3595,Us-2021-108259,2021-11-08,2021-11-15,Standard Class,Ns-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Off-Bi-10000315,Office Supplies,Binders,Poly Designer Cover & Back,39.879,7,0.7,-29.24459999999999,2021,November,4,45,Monday,7,-0.7333333333333332,Low,Loss
3596,Us-2021-123568,2021-11-08,2021-11-14,Standard Class,Sc-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,Off-Bi-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65,2021,November,4,45,Monday,6,0.31249999999999994,Low,Low Profit
3597,Us-2021-164441,2021-11-08,2021-11-13,Standard Class,Ac-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,Off-Bi-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272000000000006,11,0.2,17.641799999999996,2021,November,4,45,Monday,5,0.3374999999999999,Low,Low Profit
3598,Us-2021-111990,2021-11-08,2021-11-13,Standard Class,Db-13660,Duane Benoit,Consumer,United States,Houston,Texas,77095,Central,Off-Bi-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,10.475999999999999,6,0.8,-17.285400000000006,2021,November,4,45,Monday,5,-1.6500000000000008,Low,Loss
3599,Us-2021-108259,2021-11-08,2021-11-15,Standard Class,Ns-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Off-Fa-10000624,Office Supplies,Fasteners,Oic Binder Clips,31.504000000000005,11,0.2,11.814,2021,November,4,45,Monday,7,0.37499999999999994,Low,Low Profit
3600,Us-2021-117611,2021-11-08,2021-11-10,Second Class,Mz-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Off-Fa-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,2.4,2021,November,4,45,Monday,2,0.48,Low,Low Profit
3601,Us-2021-123568,2021-11-08,2021-11-14,Standard Class,Sc-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,Off-Fa-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,3,0.0,0.20159999999999978,2021,November,4,45,Monday,6,0.03999999999999996,Low,Low Profit
3602,Us-2021-108259,2021-11-08,2021-11-15,Standard Class,Ns-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Off-La-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels For Typewriters, 1 1/8 X 3 1/2, White",5.04,1,0.2,1.6379999999999997,2021,November,4,45,Monday,7,0.32499999999999996,Low,Low Profit
3603,Us-2021-123568,2021-11-08,2021-11-14,Standard Class,Sc-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,Off-Pa-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,0.0,41.82299999999999,2021,November,4,45,Monday,6,0.44999999999999996,Low,Low Profit
3604,Us-2021-164441,2021-11-08,2021-11-13,Standard Class,Ac-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,Off-Pa-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. And 84 Bright),17.94,3,0.0,8.073,2021,November,4,45,Monday,5,0.45,Low,Low Profit
3605,Us-2021-114811,2021-11-08,2021-11-08,Same Day,Kd-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,Off-St-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0.0,16.7875,2021,November,4,45,Monday,0,0.25,Low,Low Profit
3606,Us-2021-154886,2021-11-08,2021-11-12,Standard Class,Sw-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,Tec-Ac-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2,0.0,43.164,2021,November,4,45,Monday,4,0.36,Medium,Low Profit
3607,Us-2021-117611,2021-11-08,2021-11-10,Second Class,Mz-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,Tec-Ac-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.96999999999997,3,0.0,66.95459999999997,2021,November,4,45,Monday,2,0.17999999999999994,Medium,Low Profit
3608,Us-2021-114811,2021-11-08,2021-11-08,Same Day,Kd-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,Tec-Ma-10000045,Technology,Machines,Zebra Zm400 Thermal Label Printer,4643.8,4,0.0,2229.024,2021,November,4,45,Monday,0,0.48,Very High,High Profit
3609,Us-2021-109386,2021-11-08,2021-11-13,Second Class,Rh-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,Tec-Ph-10002890,Technology,Phones,At&T 17929 Lendline Telephone,226.20000000000002,5,0.0,58.812,2021,November,4,45,Monday,5,0.25999999999999995,Medium,Low Profit
3610,Us-2021-151407,2021-11-08,2021-11-12,Standard Class,Rd-19585,Rob Dowd,Consumer,United States,Dubuque,Iowa,52001,Central,Tec-Ph-10003885,Technology,Phones,Cisco Spa508G,263.96,4,0.0,76.54839999999999,2021,November,4,45,Monday,4,0.29,Medium,Low Profit
3611,Us-2021-114811,2021-11-08,2021-11-08,Same Day,Kd-16495,Keith Dawkins,Corporate,United States,New York City,New York,10024,East,Tec-Ph-10004165,Technology,Phones,Mitel Mivoice 5330E Ip Phone,549.98,2,0.0,142.9948,2021,November,4,45,Monday,0,0.26,High,High Profit
3612,Us-2021-127509,2021-11-09,2021-11-13,Standard Class,As-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Fur-Ta-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.11979999999994,2021,November,4,45,Tuesday,4,0.2099999999999999,Very High,High Profit
3613,Us-2021-113222,2021-11-09,2021-11-09,Same Day,Ag-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,Off-Bi-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,10.74,3,0.0,5.1552,2021,November,4,45,Tuesday,0,0.48,Low,Low Profit
3614,Us-2021-127509,2021-11-09,2021-11-13,Standard Class,As-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Off-Bi-10002393,Office Supplies,Binders,Binder Posts,17.22,3,0.0,7.921200000000001,2021,November,4,45,Tuesday,4,0.4600000000000001,Low,Low Profit
3615,Us-2021-127509,2021-11-09,2021-11-13,Standard Class,As-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Off-En-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" X 9 1/2"" Recycled Envelopes",26.22,3,0.0,12.3234,2021,November,4,45,Tuesday,4,0.47,Low,Low Profit
3616,Us-2021-146486,2021-11-09,2021-11-14,Second Class,Dv-13465,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Off-En-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,12.24,6,0.0,5.752799999999999,2021,November,4,45,Tuesday,5,0.4699999999999999,Low,Low Profit
3617,Us-2021-126466,2021-11-09,2021-11-13,Standard Class,Jo-15550,Jesus Ocampo,Home Office,United States,Roseville,California,95661,West,Off-Fa-10000490,Office Supplies,Fasteners,"Oic Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,0.0,1.1656,2021,November,4,45,Tuesday,4,0.47,Low,Low Profit
3618,Us-2021-127509,2021-11-09,2021-11-13,Standard Class,As-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,Off-Pa-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,8.4966,2021,November,4,45,Tuesday,4,0.49000000000000005,Low,Low Profit
